Type,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Source File,Function Line Number,Module Name,Module Path,Function Address,Root Function Name,Process Name,Process ID,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Eos(unsigned int)",1,1,0.85,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784858A1,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)",25,6,21.37,5.13,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x7848632A,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::end(void)",1,0,0.85,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78485ACB,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::end(void)","perfplay.exe",6360,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)",1,0,0.85,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78487412,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::end(void)","perfplay.exe",6360,
"Callee","std::_String_iterator<char,struct std::char_traits<char>,class std::allocator<char> >::_String_iterator<char,struct std::char_traits<char>,class std::allocator<char> >(char *,class std::_Container_base_secure const *)",1,0,0.85,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x7848599C,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::end(void)","perfplay.exe",6360,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::end(void)const ",4,1,3.42,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78485AF9,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::end(void)const ","perfplay.exe",6360,
"Caller","PigLatinizeBeginsWithConsonant(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",4,1,3.42,0.85,"c:\documents and settings\gb449c\my documents\visual studio 2008\projects\perfplay\perfplay\perfplay.cpp",25,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401050,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::end(void)const ","perfplay.exe",6360,
"Callee","std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >(char const *,class std::_Container_base_secure const *)",3,3,2.56,2.56,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78485943,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::end(void)const ","perfplay.exe",6360,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::find(char const *,unsigned int,unsigned int)const ",12,5,10.26,4.27,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78485381,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::find(char const *,unsigned int,unsigned int)const ","perfplay.exe",6360,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::find_first_of(char,unsigned int)const ",12,5,10.26,4.27,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x7848544C,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::find(char const *,unsigned int,unsigned int)const ","perfplay.exe",6360,
"Callee","std::char_traits<char>::find(char const *,unsigned int,char const &)",7,3,5.98,2.56,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78484F37,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::find(char const *,unsigned int,unsigned int)const ","perfplay.exe",6360,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::find_first_of(char,unsigned int)const ",13,1,11.11,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x7848544C,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::find_first_of(char,unsigned int)const ","perfplay.exe",6360,
"Caller","boost::char_separator<char,struct std::char_traits<char> >::operator()<class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> > &,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &)",13,1,11.11,0.85,"c:\code library - binary\3g formats 2011\boost\include\boost-1_37\boost\token_functions.hpp",417,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401EF0,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::find_first_of(char,unsigned int)const ","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::find(char const *,unsigned int,unsigned int)const ",12,5,10.26,4.27,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78485381,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::find_first_of(char,unsigned int)const ","perfplay.exe",6360,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::operator+=(char)",2,0,1.71,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784872EE,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::operator+=(char)","perfplay.exe",6360,
"Caller","PigLatinizeBeginsWithConsonant(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",2,0,1.71,0.00,"c:\documents and settings\gb449c\my documents\visual studio 2008\projects\perfplay\perfplay\perfplay.cpp",25,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401050,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::operator+=(char)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::append(unsigned int,char)",2,1,1.71,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784862D3,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::operator+=(char)","perfplay.exe",6360,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::replace(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)",9,1,7.69,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78486F3C,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::replace(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)","perfplay.exe",6360,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)",9,1,7.69,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78487412,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::replace(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Pdif(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)",1,0,0.85,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x7848590A,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::replace(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::replace(unsigned int,unsigned int,char const *,unsigned int)",7,3,5.98,2.56,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78486B13,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::replace(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)","perfplay.exe",6360,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::replace(unsigned int,unsigned int,char const *,unsigned int)",7,3,5.98,2.56,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78486B13,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::replace(unsigned int,unsigned int,char const *,unsigned int)","perfplay.exe",6360,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::replace(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)",7,3,5.98,2.56,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78486F3C,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::replace(unsigned int,unsigned int,char const *,unsigned int)","perfplay.exe",6360,
"Callee","std::_Traits_helper::copy_s<struct std::char_traits<char> >(char *,unsigned int,char const *,unsigned int)",1,1,0.85,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784859BB,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::replace(unsigned int,unsigned int,char const *,unsigned int)","perfplay.exe",6360,
"Callee","std::_Traits_helper::move_s<struct std::char_traits<char> >(char *,unsigned int,char const *,unsigned int)",1,1,0.85,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784859DF,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::replace(unsigned int,unsigned int,char const *,unsigned int)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Eos(unsigned int)",1,1,0.85,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784858A1,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::replace(unsigned int,unsigned int,char const *,unsigned int)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Grow(unsigned int,bool)",1,1,0.85,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784860F5,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::replace(unsigned int,unsigned int,char const *,unsigned int)","perfplay.exe",6360,
"Root","std::char_traits<char>::_Copy_s(char *,unsigned int,char const *,unsigned int)",20,1,17.09,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78484F13,"std::char_traits<char>::_Copy_s(char *,unsigned int,char const *,unsigned int)","perfplay.exe",6360,
"Caller","std::_Traits_helper::copy_s<struct std::char_traits<char> >(char *,unsigned int,char const *,unsigned int,struct std::_Secure_char_traits_tag)",20,1,17.09,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x7848522C,"std::char_traits<char>::_Copy_s(char *,unsigned int,char const *,unsigned int)","perfplay.exe",6360,
"Callee","_memcpy_s",19,3,16.24,2.56,"",0,"MSVCR90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCR90.dll",0x785569A3,"std::char_traits<char>::_Copy_s(char *,unsigned int,char const *,unsigned int)","perfplay.exe",6360,
"Root","std::char_traits<char>::find(char const *,unsigned int,char const &)",7,3,5.98,2.56,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78484F37,"std::char_traits<char>::find(char const *,unsigned int,char const &)","perfplay.exe",6360,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::find(char const *,unsigned int,unsigned int)const ",7,3,5.98,2.56,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78485381,"std::char_traits<char>::find(char const *,unsigned int,char const &)","perfplay.exe",6360,
"Callee","_memchr",4,4,3.42,3.42,"",0,"MSVCR90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCR90.dll",0x7855B190,"std::char_traits<char>::find(char const *,unsigned int,char const &)","perfplay.exe",6360,
"Root","std::ios_base::getloc(void)const ",2,0,1.71,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78488C33,"std::ios_base::getloc(void)const ","perfplay.exe",6360,
"Caller","std::num_put<char,class std::ostreambuf_iterator<char,struct std::char_traits<char> > >::_Iput(class std::ostreambuf_iterator<char,struct std::char_traits<char> >,class std::ios_base &,char,char *,unsigned int)const ",2,0,1.71,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x7849E931,"std::ios_base::getloc(void)const ","perfplay.exe",6360,
"Callee","std::locale::locale(class std::locale const &)",2,0,1.71,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78487E77,"std::ios_base::getloc(void)const ","perfplay.exe",6360,
"Root","std::list<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Buynode(struct std::_List_nod<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Node *,struct std::_List_nod<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Node *,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",7,1,5.98,0.85,"c:\program files\microsoft visual studio 9.0\vc\include\list",1190,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401AF0,"std::list<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Buynode(struct std::_List_nod<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Node *,struct std::_List_nod<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Node *,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Caller","std::list<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::insert(class std::list<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Const_iterator<1>,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",7,1,5.98,0.85,"c:\program files\microsoft visual studio 9.0\vc\include\list",703,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401990,"std::list<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Buynode(struct std::_List_nod<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Node *,struct std::_List_nod<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Node *,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Callee","operator new(unsigned int)",4,1,3.42,0.85,"",0,"MSVCR90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCR90.dll",0x78583E99,"std::list<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Buynode(struct std::_List_nod<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Node *,struct std::_List_nod<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Node *,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",2,0,1.71,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78487286,"std::list<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Buynode(struct std::_List_nod<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Node *,struct std::_List_nod<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Node *,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Root","std::list<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::insert(class std::list<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Const_iterator<1>,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",8,1,6.84,0.85,"c:\program files\microsoft visual studio 9.0\vc\include\list",703,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401990,"std::list<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::insert(class std::list<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Const_iterator<1>,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Caller","PigLatin(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",8,1,6.84,0.85,"c:\documents and settings\gb449c\my documents\visual studio 2008\projects\perfplay\perfplay\perfplay.cpp",53,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x004012C0,"std::list<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::insert(class std::list<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Const_iterator<1>,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Callee","std::list<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Buynode(struct std::_List_nod<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Node *,struct std::_List_nod<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Node *,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",7,1,5.98,0.85,"c:\program files\microsoft visual studio 9.0\vc\include\list",1190,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401AF0,"std::list<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::insert(class std::list<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Const_iterator<1>,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Root","std::locale::facet::_Incref(void)",2,0,1.71,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78487DAC,"std::locale::facet::_Incref(void)","perfplay.exe",6360,
"Caller","std::locale::locale(class std::locale const &)",2,0,1.71,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78487E77,"std::locale::facet::_Incref(void)","perfplay.exe",6360,
"Callee","std::_Lockit::_Lockit(int)",2,0,1.71,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784B5AC4,"std::locale::facet::_Incref(void)","perfplay.exe",6360,
"Root","std::locale::locale(class std::locale const &)",2,0,1.71,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78487E77,"std::locale::locale(class std::locale const &)","perfplay.exe",6360,
