Type,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Source File,Function Line Number,Module Name,Module Path,Function Address,Root Function Name,Process Name,Process ID,
"Callee","IsVowel(char)",1,0,0.85,0.00,"c:\documents and settings\gb449c\my documents\visual studio 2008\projects\perfplay\perfplay\perfplay.cpp",14,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401000,"PigLatinize(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Callee","PigLatinizeBeginsWithConsonant(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",45,3,38.46,2.56,"c:\documents and settings\gb449c\my documents\visual studio 2008\projects\perfplay\perfplay\perfplay.cpp",25,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401050,"PigLatinize(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Callee","PigLatinizeBeginsWithVowel(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",7,0,5.98,0.00,"c:\documents and settings\gb449c\my documents\visual studio 2008\projects\perfplay\perfplay\perfplay.cpp",20,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401030,"PigLatinize(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Root","PigLatinizeBeginsWithConsonant(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",45,3,38.46,2.56,"c:\documents and settings\gb449c\my documents\visual studio 2008\projects\perfplay\perfplay\perfplay.cpp",25,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401050,"PigLatinizeBeginsWithConsonant(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Caller","PigLatinize(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",45,3,38.46,2.56,"c:\documents and settings\gb449c\my documents\visual studio 2008\projects\perfplay\perfplay\perfplay.cpp",41,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401270,"PigLatinizeBeginsWithConsonant(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Callee","IsVowel(char)",1,0,0.85,0.00,"c:\documents and settings\gb449c\my documents\visual studio 2008\projects\perfplay\perfplay\perfplay.cpp",14,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401000,"PigLatinizeBeginsWithConsonant(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::~basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(void)",1,0,0.85,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78485EBB,"PigLatinizeBeginsWithConsonant(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)",6,0,5.13,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78487237,"PigLatinizeBeginsWithConsonant(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::end(void)const ",4,1,3.42,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78485AF9,"PigLatinizeBeginsWithConsonant(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::operator+=(char)",2,0,1.71,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784872EE,"PigLatinizeBeginsWithConsonant(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Callee","std::operator+<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,char const *)",13,2,11.11,1.71,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784997C3,"PigLatinizeBeginsWithConsonant(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Callee","std::operator+<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",15,0,12.82,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x7849C95A,"PigLatinizeBeginsWithConsonant(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Root","PigLatinizeBeginsWithVowel(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",7,0,5.98,0.00,"c:\documents and settings\gb449c\my documents\visual studio 2008\projects\perfplay\perfplay\perfplay.cpp",20,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401030,"PigLatinizeBeginsWithVowel(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Caller","PigLatinize(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",7,0,5.98,0.00,"c:\documents and settings\gb449c\my documents\visual studio 2008\projects\perfplay\perfplay\perfplay.cpp",41,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401270,"PigLatinizeBeginsWithVowel(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Callee","std::operator+<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,char const *)",7,0,5.98,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784997C3,"PigLatinizeBeginsWithVowel(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Root","std::_Fputc<char>(char,struct _iobuf *)",7,0,5.98,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x7848C229,"std::_Fputc<char>(char,struct _iobuf *)","perfplay.exe",6360,
"Caller","std::basic_filebuf<char,struct std::char_traits<char> >::overflow(int)",7,0,5.98,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x7848C5F5,"std::_Fputc<char>(char,struct _iobuf *)","perfplay.exe",6360,
"Callee","_fputc",7,0,5.98,0.00,"",0,"MSVCR90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCR90.dll",0x7854EA07,"std::_Fputc<char>(char,struct _iobuf *)","perfplay.exe",6360,
"Root","std::_Lockit::_Lockit(int)",2,0,1.71,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784B5AC4,"std::_Lockit::_Lockit(int)","perfplay.exe",6360,
"Caller","std::locale::facet::_Incref(void)",2,0,1.71,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78487DAC,"std::_Lockit::_Lockit(int)","perfplay.exe",6360,
